amenities,price,minimum_nights,vacation_type
"[""long term stays allowed"", ""elevator"", ""shampoo"", ""rice maker"", ""hair dryer"", ""beach access \u2013 beachfront"", ""pocket wifi"", ""bed linens"", ""refrigerator"", ""lock on bedroom door"", ""toaster"", ""dishes and silverware"", ""dryer"", ""kitchen"", ""microwave"", ""iron"", ""crib"", ""heating"", ""shower gel"", ""cooking basics"", ""hot water kettle"", ""hot water"", ""essentials"", ""washer"", ""air conditioning"", ""wifi"", ""tv with standard cable"", ""cleaning products"", ""hangers"", ""oven"", ""extra pillows and blankets"", ""stove""]","$1,400.00",1,short vacation
"[""paid parking on premises"", ""kitchen"", ""lock on bedroom door"", ""wifi"", ""hangers"", ""long term stays allowed"", ""essentials"", ""outdoor dining area"", ""washer"", ""shampoo"", ""hair dryer"", ""air conditioning"", ""iron"", ""host greets you"", ""heating""]",$791.00,1,short vacation
"[""pets allowed"", ""long term stays allowed""]",$120.00,1,short vacation
"[""hot water"", ""fire extinguisher"", ""hangers"", ""self check-in"", ""long term stays allowed"", ""essentials"", ""elevator"", ""keypad"", ""shampoo"", ""tv"", ""luggage dropoff allowed"", ""hair dryer"", ""air conditioning"", ""wifi"", ""bed linens""]",$320.00,6,short vacation
"[""paid parking on premises"", ""private entrance"", ""hot water"", ""fire extinguisher"", ""hangers"", ""lock on bedroom door"", ""first aid kit"", ""long term stays allowed"", ""essentials"", ""elevator"", ""shampoo"", ""tv"", ""luggage dropoff allowed"", ""hair dryer"", ""air conditioning"", ""wifi"", ""host greets you""]",$299.00,2,short vacation
"[""paid parking on premises"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""luggage dropoff allowed"", ""hair dryer"", ""gym"", ""dryer"", ""kitchen"", ""host greets you"", ""iron"", ""hot water"", ""essentials"", ""washer"", ""tv"", ""pool"", ""air conditioning"", ""hot tub"", ""wifi"", ""private entrance"", ""hangers""]","$1,050.00",27,short accomodation
"[""kitchen"", ""private entrance"", ""hot water"", ""hangers"", ""gym"", ""essentials"", ""pool"", ""elevator"", ""washer"", ""shampoo"", ""tv"", ""long term stays allowed"", ""dryer"", ""hair dryer"", ""air conditioning"", ""hot tub"", ""iron"", ""wifi""]",$850.00,30,short accomodation
"[""lock on bedroom door"", ""hangers"", ""smoke alarm"", ""long term stays allowed"", ""essentials"", ""elevator"", ""shampoo"", ""tv"", ""fire extinguisher"", ""air conditioning"", ""wifi""]",$580.00,7,short vacation
"[""private entrance"", ""lock on bedroom door"", ""hangers"", ""smoke alarm"", ""long term stays allowed"", ""essentials"", ""fire extinguisher"", ""air conditioning"", ""wifi"", ""host greets you""]",$217.00,30,short accomodation
"[""hot water"", ""paid parking off premises"", ""hangers"", ""long term stays allowed"", ""essentials"", ""elevator"", ""shampoo"", ""hair dryer"", ""air conditioning"", ""iron"", ""wifi""]",$399.00,28,short accomodation
"[""paid parking on premises"", ""self check-in"", ""carbon monoxide alarm"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""hair dryer"", ""stainless steel induction stove"", ""bed linens"", ""refrigerator"", ""dishes and silverware"", ""kitchen"", ""smart lock"", ""microwave"", ""iron"", ""cooking basics"", ""heating"", ""hot water"", ""paid parking off premises"", ""freezer"", ""essentials"", ""central air conditioning"", ""laundromat nearby"", ""sound system with bluetooth and aux"", ""dedicated workspace"", ""portable fans"", ""wifi"", ""hdtv with amazon prime video, apple tv, netflix"", ""private entrance"", ""ethernet connection"", ""hangers"", ""smoke alarm"", ""game console"", ""extra pillows and blankets"", ""fire extinguisher""]",$427.00,14,long vacation
"[""private entrance"", ""hot water"", ""lock on bedroom door"", ""hangers"", ""smoke alarm"", ""long term stays allowed"", ""essentials"", ""fire extinguisher"", ""air conditioning"", ""wifi""]",$180.00,30,short accomodation
"[""mini fridge"", ""kitchen"", ""private entrance"", ""fire extinguisher"", ""lock on bedroom door"", ""hangers"", ""free dryer \u2013 in building"", ""security cameras on property"", ""long term stays allowed"", ""tv"", ""extra pillows and blankets"", ""private living room"", ""hair dryer"", ""air conditioning"", ""free washer \u2013 in building"", ""iron"", ""bed linens"", ""wifi""]",$384.00,30,short accomodation
"[""refrigerator"", ""hot water"", ""lock on bedroom door"", ""hangers"", ""wifi"", ""first aid kit"", ""long term stays allowed"", ""essentials"", ""elevator"", ""shampoo"", ""extra pillows and blankets"", ""tv"", ""luggage dropoff allowed"", ""hair dryer"", ""air conditioning"", ""iron"", ""bed linens"", ""host greets you"", ""heating""]",$400.00,2,short vacation
"[""kitchen"", ""private entrance"", ""hangers"", ""gym"", ""essentials"", ""pool"", ""elevator"", ""washer"", ""shampoo"", ""tv"", ""long term stays allowed"", ""dryer"", ""hair dryer"", ""air conditioning"", ""hot tub"", ""iron"", ""wifi""]",$850.00,30,short accomodation
"[""kitchen"", ""private entrance"", ""hangers"", ""gym"", ""essentials"", ""pool"", ""elevator"", ""washer"", ""shampoo"", ""tv"", ""long term stays allowed"", ""dryer"", ""hair dryer"", ""air conditioning"", ""hot tub"", ""iron"", ""wifi""]","$1,050.00",30,short accomodation
"[""hangers"", ""long term stays allowed"", ""washer"", ""kitchen"", ""air conditioning"", ""wifi""]",$217.00,30,short accomodation
"[""fire pit"", ""outdoor shower"", ""hangers"", ""security cameras on property"", ""long term stays allowed"", ""essentials"", ""outdoor dining area"", ""shampoo"", ""bbq grill"", ""air conditioning"", ""free parking on premises""]","$2,500.00",1,short vacation
"[""air conditioning"", ""wifi"", ""long term stays allowed""]",$180.00,30,short accomodation
"[""pets allowed"", ""kitchen"", ""wifi"", ""long term stays allowed"", ""essentials"", ""washer"", ""tv"", ""dryer"", ""hair dryer"", ""air conditioning"", ""iron"", ""heating""]",$900.00,3,short vacation
"[""pets allowed"", ""kitchen"", ""refrigerator"", ""hot water"", ""fire extinguisher"", ""hangers"", ""self check-in"", ""long term stays allowed"", ""essentials"", ""washer"", ""shampoo"", ""tv"", ""dishes and silverware"", ""hair dryer"", ""air conditioning"", ""pocket wifi"", ""lockbox"", ""iron"", ""stove""]",$650.00,5,short vacation
"[""hot water"", ""lock on bedroom door"", ""hangers"", ""self check-in"", ""smart lock"", ""long term stays allowed"", ""washer"", ""kitchen"", ""air conditioning"", ""iron"", ""wifi""]",$205.00,29,short accomodation
"[""hot water"", ""lock on bedroom door"", ""long term stays allowed"", ""washer"", ""dryer"", ""kitchen"", ""air conditioning"", ""iron"", ""host greets you"", ""wifi""]",$180.00,29,short accomodation
"[""lock on bedroom door"", ""hot water"", ""long term stays allowed"", ""kitchen"", ""wifi""]",$217.00,29,short accomodation
"[""kitchen"", ""private entrance"", ""hot water"", ""lock on bedroom door"", ""smoke alarm"", ""long term stays allowed"", ""essentials"", ""washer"", ""fire extinguisher"", ""air conditioning"", ""wifi"", ""host greets you""]",$180.00,30,short accomodation
"[""children\u2019s books and toys"", ""self check-in"", ""first aid kit"", ""long term stays allowed"", ""children\u2019s dinnerware"", ""conditioner conditioner"", ""elevator"", ""shampoo"", ""rice maker"", ""hair dryer"", ""room-darkening shades"", ""lockbox"", ""bed linens"", ""refrigerator"", ""exercise equipment: yoga mat"", ""blender"", ""trash compactor"", ""dishes and silverware"", ""dryer"", ""kitchen"", ""coffee"", ""host greets you"", ""window guards"", ""outlet covers"", ""sound system"", ""table corner guards"", ""cooking basics"", ""shower gel"", ""heating"", ""hot water kettle"", ""books and reading material"", ""hot water"", ""single level home"", ""security cameras on property"", ""freezer"", ""lux body soap"", ""essentials"", ""washer"", ""tv"", ""laundromat nearby"", ""cleaning available during stay"", ""air conditioning"", ""fast wifi \u2013 228 mbps"", ""dedicated workspace"", ""portable fans"", ""wine glasses"", ""cleaning products"", ""bathtub"", ""hangers"", ""ethernet connection"", ""oven"", ""dining table"", ""drying rack for clothing"", ""game console"", ""extra pillows and blankets"", ""clothing storage: closet"", ""baking sheet"", ""stove""]",$736.00,1,short vacation
"[""kitchen"", ""self check-in"", ""hangers"", ""long term stays allowed"", ""essentials"", ""keypad"", ""washer"", ""shampoo"", ""tv"", ""dryer"", ""hair dryer"", ""air conditioning"", ""wifi"", ""cooking basics"", ""heating""]",$342.00,7,short vacation
"[""breakfast"", ""kitchen"", ""private entrance"", ""fire extinguisher"", ""hangers"", ""smoke alarm"", ""carbon monoxide alarm"", ""essentials"", ""long term stays allowed"", ""elevator"", ""washer"", ""shampoo"", ""tv"", ""dryer"", ""hair dryer"", ""iron"", ""wifi""]","$1,500.00",30,short accomodation
"[""host greets you"", ""kitchen"", ""hot water"", ""fire extinguisher"", ""hangers"", ""lock on bedroom door"", ""gym"", ""essentials"", ""long term stays allowed"", ""washer"", ""shampoo"", ""tv"", ""luggage dropoff allowed"", ""dryer"", ""hair dryer"", ""air conditioning"", ""free parking on premises"", ""iron"", ""smoking allowed"", ""wifi""]",$766.00,180,long rentals
"[""kitchen"", ""long term stays allowed"", ""essentials"", ""elevator"", ""washer"", ""shampoo"", ""tv"", ""dryer"", ""hair dryer"", ""air conditioning"", ""wifi""]",$550.00,90,long accomodation
"[""hot water"", ""lock on bedroom door"", ""long term stays allowed"", ""essentials"", ""washer"", ""kitchen"", ""air conditioning"", ""iron"", ""wifi""]",$130.00,30,short accomodation
"[""hot water"", ""lock on bedroom door"", ""hangers"", ""smoke alarm"", ""long term stays allowed"", ""washer"", ""dryer"", ""fire extinguisher"", ""air conditioning"", ""iron"", ""bed linens"", ""host greets you"", ""wifi""]",$200.00,30,short accomodation
"[""paid parking on premises"", ""long term stays allowed"", ""elevator"", ""hair dryer"", ""gym"", ""refrigerator"", ""coffee maker"", ""dishes and silverware"", ""dryer"", ""kitchen"", ""host greets you"", ""microwave"", ""cooking basics"", ""heating"", ""hot water"", ""essentials"", ""washer"", ""tv"", ""cleaning available during stay"", ""air conditioning"", ""wifi"", ""hangers"", ""smoke alarm"", ""oven""]","$1,000.00",28,short accomodation
"[""long term stays allowed"", ""elevator"", ""hair dryer"", ""room-darkening shades"", ""bed linens"", ""refrigerator"", ""dishes and silverware"", ""dryer"", ""kitchen"", ""host greets you"", ""microwave"", ""iron"", ""cooking basics"", ""hot water"", ""paid parking off premises"", ""essentials"", ""washer"", ""tv"", ""air conditioning"", ""wifi"", ""ethernet connection"", ""hangers""]",$636.00,90,long accomodation
"[""refrigerator"", ""hot water"", ""lock on bedroom door"", ""hangers"", ""window ac unit"", ""wifi"", ""long term stays allowed"", ""essentials"", ""elevator"", ""shampoo"", ""dishes and silverware"", ""hair dryer"", ""host greets you"", ""microwave"", ""iron"", ""shower gel""]",$380.00,2,short vacation
"[""induction stove"", ""garden view"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""hair dryer"", ""free parking on premises"", ""bed linens"", ""refrigerator"", ""coffee maker"", ""dishes and silverware"", ""dryer"", ""kitchen"", ""host greets you"", ""microwave"", ""iron"", ""cooking basics"", ""heating"", ""tv with amazon prime video, standard cable, netflix, apple tv"", ""hot water"", ""single level home"", ""essentials"", ""washer"", ""air conditioning"", ""wifi"", ""city skyline view"", ""hangers"", ""smoke alarm"", ""oven"", ""extra pillows and blankets""]","$1,000.00",5,short vacation
"[""gym"", ""essentials"", ""pool"", ""elevator"", ""washer"", ""shampoo"", ""long term stays allowed"", ""dryer"", ""kitchen"", ""air conditioning"", ""dedicated workspace"", ""heating""]",$888.00,30,short accomodation
"[""kitchen"", ""long term stays allowed"", ""essentials"", ""elevator"", ""washer"", ""shampoo"", ""tv"", ""dishes and silverware"", ""dryer"", ""hair dryer"", ""air conditioning"", ""iron"", ""wifi""]",$500.00,90,long accomodation
"[""long term stays allowed"", ""elevator"", ""shampoo"", ""hair dryer"", ""gym"", ""dryer"", ""kitchen"", ""host greets you"", ""iron"", ""heating"", ""hot water"", ""essentials"", ""washer"", ""tv"", ""pool"", ""air conditioning"", ""hot tub"", ""wifi"", ""private entrance"", ""hangers"", ""fire extinguisher""]",$817.00,28,short accomodation
"[""refrigerator"", ""hot water"", ""fire extinguisher"", ""hangers"", ""lock on bedroom door"", ""smoke alarm"", ""backyard"", ""long term stays allowed"", ""essentials"", ""elevator"", ""shampoo"", ""tv"", ""luggage dropoff allowed"", ""hair dryer"", ""air conditioning"", ""microwave"", ""wifi"", ""shower gel""]",$460.00,1,short vacation
"[""paid parking on premises"", ""private entrance"", ""building staff"", ""hot water"", ""fire extinguisher"", ""hangers"", ""lock on bedroom door"", ""self check-in"", ""first aid kit"", ""long term stays allowed"", ""essentials"", ""elevator"", ""shampoo"", ""tv"", ""luggage dropoff allowed"", ""hair dryer"", ""air conditioning"", ""wifi""]",$450.00,2,short vacation
"[""hot water"", ""fire extinguisher"", ""hangers"", ""lock on bedroom door"", ""smoke alarm"", ""long term stays allowed"", ""essentials"", ""shampoo"", ""tv"", ""luggage dropoff allowed"", ""hair dryer"", ""air conditioning"", ""wifi"", ""bed linens"", ""host greets you""]",$251.00,3,short vacation
"[""lock on bedroom door"", ""hangers"", ""long term stays allowed"", ""washer"", ""kitchen"", ""air conditioning"", ""wifi""]",$130.00,29,short accomodation
"[""breakfast"", ""hangers"", ""smoke alarm"", ""carbon monoxide alarm"", ""essentials"", ""long term stays allowed"", ""elevator"", ""washer"", ""shampoo"", ""kitchen"", ""air conditioning"", ""iron""]","$1,550.00",3,short vacation
"[""kitchen"", ""private entrance"", ""hot water"", ""lock on bedroom door"", ""hangers"", ""smoke alarm"", ""long term stays allowed"", ""essentials"", ""elevator"", ""washer"", ""fire extinguisher"", ""air conditioning"", ""wifi"", ""host greets you""]",$180.00,30,short accomodation
"[""long term stays allowed"", ""elevator"", ""rice maker"", ""hair dryer"", ""room-darkening shades"", ""clothing storage: closet, wardrobe, and dresser"", ""refrigerator"", ""toaster"", ""blender"", ""coffee maker"", ""dishes and silverware"", ""kitchen"", ""window guards"", ""iron"", ""cooking basics"", ""heating"", ""mini fridge"", ""hot water kettle"", ""books and reading material"", ""hot water"", ""single level home"", ""freezer"", ""essentials"", ""washer"", ""laundromat nearby"", ""air conditioning"", ""dedicated workspace"", ""wifi"", ""wine glasses"", ""tv with standard cable"", ""private entrance"", ""bathtub"", ""hangers"", ""ethernet connection"", ""oven"", ""dining table"", ""drying rack for clothing"", ""extra pillows and blankets"", ""private hot tub"", ""stove""]",$598.00,10,long vacation
"[""kitchen"", ""self check-in"", ""hangers"", ""long term stays allowed"", ""essentials"", ""elevator"", ""washer"", ""shampoo"", ""tv"", ""keypad"", ""dryer"", ""hair dryer"", ""air conditioning"", ""wifi"", ""cooking basics"", ""heating""]",$594.00,30,short accomodation
"[""hot water"", ""lock on bedroom door"", ""hangers"", ""long term stays allowed"", ""essentials"", ""shampoo"", ""tv"", ""hair dryer"", ""air conditioning"", ""wifi""]","$1,005.00",7,short vacation
"[""kitchen"", ""self check-in"", ""hangers"", ""heating"", ""essentials"", ""long term stays allowed"", ""elevator"", ""keypad"", ""shampoo"", ""tv"", ""dryer \u2013 in building"", ""hair dryer"", ""air conditioning"", ""wifi"", ""cooking basics"", ""washer \u2013\u00a0in building""]",$594.00,30,short accomodation
"[""kitchen"", ""self check-in"", ""hangers"", ""heating"", ""essentials"", ""long term stays allowed"", ""elevator"", ""keypad"", ""shampoo"", ""tv"", ""dryer \u2013 in building"", ""hair dryer"", ""air conditioning"", ""wifi"", ""cooking basics"", ""washer \u2013\u00a0in building""]",$558.00,30,short accomodation
